id,education,income,recency,age,divorced,single,together,widow,children_home,lifetime,wines,fruits,meat,fish,sweet,golds,total_amount,deals_p,web_p,catalog_p,store_p,web_visits,total_p,accepted_cmp
387,0,7500.0,59,38,0,0,1,0,0,23.033333333333335,0.09836065573770492,0.26229508196721313,0.18032786885245902,0.18032786885245902,0.01639344262295082,0.26229508196721313,61,0.2,0.4,0.0,0.6,8,5,0
2125,2,63033.0,82,55,1,0,0,0,0,10.8,0.17604355716878403,0.05535390199637023,0.4355716878402904,0.20417422867513613,0.10163339382940109,0.02722323049001815,1102,0.06666666666666667,0.2,0.26666666666666666,0.5333333333333333,2,15,0
8180,3,59354.0,53,62,1,0,0,0,2,10.8,0.7516129032258064,0.0064516129032258064,0.17096774193548386,0.00967741935483871,0.016129032258064516,0.04516129032258064,310,0.25,0.5,0.08333333333333333,0.4166666666666667,6,12,0
2569,2,17323.0,38,27,0,0,1,0,0,24.166666666666668,0.06521739130434782,0.30434782608695654,0.3695652173913043,0.13043478260869565,0.021739130434782608,0.10869565217391304,46,0.25,0.25,0.0,0.75,8,4,0
2114,4,82800.0,23,68,0,1,0,0,0,22.666666666666668,0.7650190114068441,0.016730038022813688,0.08745247148288973,0.044866920152091254,0.05171102661596958,0.034220532319391636,1315,0.04,0.28,0.24,0.48,3,25,3
9736,2,41850.0,51,34,0,0,1,0,2,21.666666666666668,0.5520833333333334,0.052083333333333336,0.19791666666666666,0.020833333333333332,0.13541666666666666,0.041666666666666664,96,0.5,0.5,0.0,0.5,8,6,0
4939,2,37760.0,20,68,0,0,1,0,0,25.5,0.26498422712933756,0.015772870662460567,0.11987381703470032,0.47318611987381703,0.03785488958990536,0.08832807570977919,317,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.5454545454545454,7,11,0
6565,3,76995.0,91,65,0,0,1,0,1,18.533333333333335,0.5679012345679012,0.04489337822671156,0.27946127946127947,0.0,0.008978675645342313,0.09876543209876543,1782,0.08333333333333333,0.4583333333333333,0.16666666666666666,0.375,5,24,1
2278,1,33812.0,86,29,0,1,0,0,1,23.366666666666667,0.03007518796992481,0.12781954887218044,0.14285714285714285,0.22556390977443608,0.18045112781954886,0.2932330827067669,133,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,6,6,0
9360,2,37040.0,41,32,0,0,1,0,0,26.266666666666666,0.2721518987341772,0.006329113924050633,0.2310126582278481,0.21835443037974683,0.12025316455696203,0.1518987341772152,316,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.45454545454545453,8,11,0
5376,2,2447.0,42,35,0,0,1,0,1,21.233333333333334,0.0005780346820809249,0.0005780346820809249,0.9971098265895953,0.0005780346820809249,0.0005780346820809249,0.0005780346820809249,1730,0.5357142857142857,0.0,1.0,0.0,1,28,0
1993,4,58607.0,63,65,0,0,1,0,1,21.7,0.8919753086419753,0.0,0.08847736625514403,0.0,0.0,0.01954732510288066,972,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.6428571428571429,8,14,1
4047,4,65324.0,0,60,0,0,1,0,1,8.9,0.7058823529411765,0.0,0.1875,0.03860294117647059,0.058823529411764705,0.009191176470588236,544,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.5294117647058824,4,17,0
1409,2,40689.0,69,63,0,0,1,0,1,18.866666666666667,0.6081081081081081,0.006756756756756757,0.060810810810810814,0.08783783783783784,0.013513513513513514,0.22297297297297297,444,0.5384615384615384,0.5384615384615384,0.07692307692307693,0.38461538461538464,8,13,0
7892,2,18589.0,89,45,0,1,0,0,0,21.366666666666667,0.08,0.05333333333333334,0.3333333333333333,0.2,0.16,0.17333333333333334,75,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,7,6,0
2404,2,53359.0,4,38,0,0,1,0,2,16.533333333333335,0.6731517509727627,0.01556420233463035,0.11673151750972763,0.011673151750972763,0.023346303501945526,0.15953307392996108,257,0.4,0.5,0.1,0.4,7,10,0
9422,2,38360.0,26,25,0,0,1,0,1,16.4,0.2748091603053435,0.015267175572519083,0.32061068702290074,0.15267175572519084,0.16030534351145037,0.07633587786259542,131,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,3,7,0
1966,4,84618.0,96,49,0,0,1,0,0,10.566666666666666,0.4090909090909091,0.05980861244019139,0.47906698564593303,0.012559808612440191,0.039473684210526314,0.0,1672,0.04,0.24,0.36,0.4,2,25,1
6864,3,10979.0,34,25,1,0,0,0,0,4.533333333333333,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,30,0.3333333333333333,0.5,0.0,0.5,5,6,0
3033,3,38620.0,56,51,0,0,1,0,0,17.066666666666666,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478,318,0.1,0.2,0.5,0.3,3,10,0
5710,2,40548.0,31,44,0,0,1,0,1,24.166666666666668,0.9166666666666666,0.0,0.041666666666666664,0.016666666666666666,0.0,0.025,120,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,5,7,1
7373,4,46610.0,8,62,1,0,0,0,2,23.533333333333335,0.31788079470198677,0.039735099337748346,0.31788079470198677,0.10927152317880795,0.0728476821192053,0.1423841059602649,302,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.5454545454545454,6,11,1
8755,3,68657.0,4,68,0,0,1,0,0,19.733333333333334,0.40301003344481606,0.028428093645484948,0.39381270903010035,0.09949832775919733,0.056856187290969896,0.01839464882943144,1196,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.5294117647058824,7,17,0
10738,3,49389.0,55,63,0,1,0,0,2,13.4,0.6153846153846154,0.0,0.2923076923076923,0.03076923076923077,0.015384615384615385,0.046153846153846156,65,0.2,0.4,0.0,0.6,7,5,0
4339,4,67353.0,37,44,0,0,1,0,1,9.266666666666667,0.768893756845564,0.018619934282584884,0.16538882803943045,0.0,0.008762322015334063,0.038335158817086525,913,0.21739130434782608,0.21739130434782608,0.2608695652173913,0.5217391304347826,2,23,0
10755,1,23718.0,76,38,0,0,1,0,1,13.266666666666667,0.07407407407407407,0.037037037037037035,0.1728395061728395,0.18518518518518517,0.08641975308641975,0.4444444444444444,81,0.5,0.5,0.16666666666666666,0.3333333333333333,7,6,0
8595,2,42429.0,99,41,0,0,0,1,1,7.866666666666666,0.8208955223880597,0.0,0.08955223880597014,0.029850746268656716,0.0,0.05970149253731343,67,0.4,0.2,0.2,0.6,5,5,0
2968,4,48948.0,53,71,1,0,0,0,0,20.366666666666667,0.4844789356984479,0.008869179600886918,0.22838137472283815,0.17738359201773837,0.05432372505543237,0.04656319290465632,902,0.09090909090909091,0.3181818181818182,0.45454545454545453,0.22727272727272727,6,22,2
8601,2,80011.0,3,34,0,0,1,0,1,17.466666666666665,0.3017921146953405,0.05448028673835126,0.3842293906810036,0.05878136200716846,0.12759856630824373,0.07311827956989247,1395,0.10526315789473684,0.42105263157894735,0.3157894736842105,0.2631578947368421,4,19,0
503,3,20559.0,88,29,0,0,1,0,1,19.066666666666666,0.24528301886792453,0.018867924528301886,0.5471698113207547,0.05660377358490566,0.0,0.1320754716981132,53,0.4,0.4,0.0,0.6,8,5,0
8430,2,21994.0,4,57,0,0,1,0,1,21.666666666666668,0.4090909090909091,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.13636363636363635,22,0.3333333333333333,0.0,0.0,1.0,5,3,0
2139,3,7500.0,19,39,0,0,1,0,1,12.266666666666667,0.0967741935483871,0.03225806451612903,0.3225806451612903,0.0967741935483871,0.06451612903225806,0.3870967741935484,31,0.6,0.4,0.0,0.6,5,5,0
1371,2,79941.0,72,38,0,1,0,0,0,3.3,0.125,0.16666666666666666,0.2703252032520325,0.2306910569105691,0.03048780487804878,0.17682926829268292,984,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.6,1,15,0
9909,1,7500.0,24,18,0,0,1,0,0,23.166666666666668,0.02459016393442623,0.14754098360655737,0.11475409836065574,0.12295081967213115,0.18032786885245902,0.4098360655737705,122,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,9,7,1
7286,2,41728.0,92,46,0,0,1,0,1,16.633333333333333,0.23636363636363636,0.10909090909090909,0.2727272727272727,0.05454545454545454,0.09090909090909091,0.23636363636363636,55,0.25,0.5,0.0,0.5,10,4,0
6566,4,72550.0,39,60,0,0,1,0,2,23.2,0.6262319939347991,0.03790750568612585,0.2403335860500379,0.03790750568612585,0.02880970432145565,0.02880970432145565,1319,0.47368421052631576,0.2631578947368421,0.10526315789473684,0.631578947368421,8,19,0
8614,2,65486.0,29,57,0,0,0,1,1,4.866666666666666,0.4832347140039448,0.03747534516765286,0.2465483234714004,0.07297830374753451,0.13214990138067062,0.027613412228796843,507,0.0625,0.25,0.125,0.625,2,16,0
4114,3,79143.0,2,50,0,0,1,0,0,26.166666666666668,0.38393384524512697,0.021854695806261076,0.4607206142941524,0.01594802126402835,0.09864146485528648,0.018901358535144713,1693,0.03571428571428571,0.21428571428571427,0.32142857142857145,0.4642857142857143,3,28,0
1331,2,35790.0,54,37,0,1,0,0,1,21.366666666666667,0.16666666666666666,0.08333333333333333,0.2777777777777778,0.4166666666666667,0.013888888888888888,0.041666666666666664,72,0.4,0.4,0.0,0.6,7,5,0
2225,2,82582.0,54,37,1,0,0,0,0,4.0,0.31539888682745826,0.07421150278293136,0.3401360544217687,0.09647495361781076,0.024737167594310452,0.14904143475572046,1617,0.05,0.2,0.45,0.35,1,20,3
9381,2,66373.0,57,36,0,0,1,0,2,16.0,0.5412541254125413,0.01485148514851485,0.20462046204620463,0.019801980198019802,0.039603960396039604,0.17986798679867988,606,0.4375,0.25,0.125,0.625,3,16,0
6260,3,82384.0,55,59,0,0,1,0,0,22.833333333333332,0.5028104241185488,0.026060296371997957,0.22074603985692387,0.09197751660705161,0.061318344404701075,0.0970873786407767,1957,0.038461538461538464,0.11538461538461539,0.38461538461538464,0.5,1,26,2
10383,2,70287.0,30,48,1,0,0,0,0,18.366666666666667,0.2698993595608417,0.03202195791399817,0.4409881061299177,0.11070448307410796,0.10978956999085086,0.036596523330283626,1093,0.05,0.25,0.25,0.5,3,20,1
7437,2,27938.0,31,26,0,1,0,0,1,5.333333333333333,0.4482758620689655,0.0,0.27586206896551724,0.06896551724137931,0.034482758620689655,0.1724137931034483,29,0.2,0.2,0.0,0.8,3,5,0
8375,4,55954.0,63,46,0,0,1,0,1,7.2,0.862934362934363,0.0,0.05405405405405406,0.0,0.0,0.08301158301158301,518,0.1875,0.5,0.125,0.375,7,16,0
6853,3,75777.0,12,32,0,1,0,0,0,15.266666666666667,0.4951321279554937,0.01808066759388039,0.3741307371349096,0.04798331015299027,0.009040333796940195,0.055632823365785816,1438,0.05,0.15,0.3,0.55,1,20,3
3076,2,66653.0,18,39,0,0,1,0,2,25.266666666666666,0.738562091503268,0.029411764705882353,0.16666666666666666,0.026143790849673203,0.029411764705882353,0.00980392156862745,612,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.6666666666666666,3,18,0
1012,2,61823.0,26,62,0,1,0,0,1,19.8,0.5916289592760181,0.007918552036199095,0.1515837104072398,0.0418552036199095,0.01583710407239819,0.19117647058823528,884,0.2,0.4,0.1,0.5,7,20,0
6518,4,67680.0,8,63,0,0,0,1,1,16.033333333333335,0.900990099009901,0.0,0.07920792079207921,0.0,0.009900990099009901,0.009900990099009901,606,0.05555555555555555,0.3888888888888889,0.16666666666666666,0.4444444444444444,5,18,0
4137,2,70666.0,29,66,0,0,1,0,0,10.1,0.36988847583643125,0.03717472118959108,0.34107806691449816,0.11059479553903345,0.11338289962825279,0.027881040892193308,1076,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.26666666666666666,4,15,0
8082,2,25721.0,75,43,0,0,1,0,1,16.733333333333334,0.029411764705882353,0.08823529411764706,0.17647058823529413,0.08823529411764706,0.17647058823529413,0.4411764705882353,34,0.25,0.25,0.25,0.5,7,4,1
1386,2,32474.0,0,47,0,0,1,0,2,4.9,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,11,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,7,3,0
9369,1,88194.0,19,35,0,1,0,0,1,6.666666666666667,0.5400313971742543,0.01098901098901099,0.2425431711145997,0.1577708006279435,0.018838304552590265,0.029827315541601257,1274,0.03225806451612903,0.3548387096774194,0.3225806451612903,0.3225806451612903,5,31,3
4477,2,69096.0,4,56,0,0,1,0,1,12.433333333333334,0.3782542113323124,0.07503828483920368,0.2434915773353752,0.010719754977029096,0.12557427258805512,0.1669218989280245,653,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.5882352941176471,4,17,0
1357,2,74854.0,90,44,0,0,1,0,3,18.166666666666668,0.5480153649167734,0.03777208706786172,0.3117797695262484,0.03713188220230474,0.01856594110115237,0.04673495518565941,1562,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.4166666666666667,5,12,0
1402,3,66991.0,1,60,0,0,1,0,0,25.133333333333333,0.39584996009577017,0.028731045490822026,0.3671189146049481,0.15083798882681565,0.047885075818036714,0.009577015163607342,1253,0.16666666666666666,0.2222222222222222,0.4444444444444444,0.3333333333333333,3,18,0
6312,2,65031.0,29,55,0,0,1,0,1,18.9,0.2989571263035921,0.12398609501738123,0.33719582850521435,0.09733487833140209,0.04287369640787949,0.0996523754345307,863,0.15384615384615385,0.38461538461538464,0.11538461538461539,0.5,7,26,0
8132,4,60631.0,88,39,0,0,1,0,2,18.266666666666666,0.8547655068078669,0.009077155824508321,0.09833585476550681,0.0,0.009077155824508321,0.028744326777609682,661,0.2631578947368421,0.47368421052631576,0.10526315789473684,0.42105263157894735,7,19,1
1050,2,28332.0,58,62,0,0,1,0,0,5.266666666666667,0.2153846153846154,0.15384615384615385,0.2,0.06153846153846154,0.23076923076923078,0.13846153846153847,65,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,2,7,0
5846,2,40246.0,68,37,1,0,0,0,1,21.833333333333332,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.07692307692307693,13,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,6,3,0
1859,3,75251.0,34,42,0,0,1,0,0,25.633333333333333,0.3814814814814815,0.05873015873015873,0.4894179894179894,0.051322751322751325,0.009523809523809525,0.009523809523809525,1890,0.05555555555555555,0.3888888888888889,0.3333333333333333,0.2777777777777778,5,18,1
7503,2,75825.0,40,38,0,1,0,0,0,24.1,0.46717971933001357,0.047532820280669984,0.35264825712992304,0.06201901312811227,0.047532820280669984,0.023087369850611137,2209,0.0,0.22727272727272727,0.36363636363636365,0.4090909090909091,4,22,2
10401,1,26326.0,12,38,0,0,1,0,0,13.2,0.05555555555555555,0.0,0.2777777777777778,0.0,0.16666666666666666,0.5,18,0.3333333333333333,0.0,0.0,1.0,3,3,0
1618,2,56046.0,9,49,0,0,1,0,0,21.366666666666667,0.8338150289017341,0.0,0.09248554913294797,0.0,0.0,0.07369942196531792,692,0.10526315789473684,0.5263157894736842,0.05263157894736842,0.42105263157894735,8,19,2
3332,2,29760.0,87,29,0,1,0,0,1,25.566666666666666,0.3878787878787879,0.024242424242424242,0.4121212121212121,0.04242424242424243,0.030303030303030304,0.10303030303030303,165,0.5,0.375,0.125,0.5,8,8,0
2261,2,26304.0,5,45,0,0,1,0,1,15.633333333333333,0.25,0.0625,0.3125,0.125,0.0,0.25,16,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,7,3,0
5346,1,23559.0,87,41,0,0,1,0,1,15.3,0.31645569620253167,0.06329113924050633,0.24050632911392406,0.08860759493670886,0.0,0.2911392405063291,79,0.5,0.5,0.0,0.5,7,6,0
4119,3,38620.0,56,51,0,0,1,0,0,17.066666666666666,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478,318,0.1,0.2,0.5,0.3,3,10,0
535,2,81361.0,18,27,1,0,0,0,0,7.4,0.2095115681233933,0.02956298200514139,0.5449871465295629,0.03470437017994859,0.08354755784061697,0.09768637532133675,778,0.038461538461538464,0.11538461538461539,0.38461538461538464,0.5,1,26,0
5268,2,29440.0,95,54,0,0,1,0,2,14.0,0.30357142857142855,0.14285714285714285,0.25,0.17857142857142858,0.07142857142857142,0.05357142857142857,56,0.4,0.2,0.0,0.8,7,5,0
273,3,36138.0,48,44,0,0,1,0,2,14.866666666666667,0.8609271523178808,0.0,0.10596026490066225,0.0,0.0,0.033112582781456956,151,0.625,0.375,0.125,0.5,7,8,1
4452,2,50388.0,3,57,0,1,0,0,1,4.333333333333333,0.7849462365591398,0.016129032258064516,0.09946236559139784,0.0,0.008064516129032258,0.0913978494623656,372,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.46153846153846156,7,13,3
8504,2,79593.0,70,41,0,0,1,0,0,4.866666666666666,0.2562225475841874,0.043923865300146414,0.4158125915080527,0.08052708638360176,0.09736456808199122,0.1061493411420205,1366,0.05555555555555555,0.2777777777777778,0.3333333333333333,0.3888888888888889,2,18,1
771,2,54178.0,79,47,0,0,1,0,1,8.566666666666666,0.6958762886597938,0.04639175257731959,0.20103092783505155,0.020618556701030927,0.0,0.03608247422680412,194,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,2,9,0
11178,3,42394.0,69,42,0,1,0,0,1,6.533333333333333,0.46875,0.0625,0.3125,0.0,0.03125,0.125,32,0.25,0.25,0.0,0.75,7,4,0
2230,4,23626.0,84,44,0,0,1,0,1,4.466666666666667,0.627906976744186,0.046511627906976744,0.32558139534883723,0.0,0.0,0.0,43,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,5,7,0
7516,2,30096.0,30,31,0,0,1,0,1,4.533333333333333,0.1111111111111111,0.06666666666666667,0.24444444444444444,0.26666666666666666,0.1111111111111111,0.2,45,0.2,0.4,0.0,0.6,6,5,0
7247,2,47916.0,72,54,0,0,0,1,1,22.733333333333334,0.8333333333333334,0.0,0.0429042904290429,0.0,0.0,0.12376237623762376,606,0.29411764705882354,0.4117647058823529,0.23529411764705882,0.35294117647058826,6,17,1
11100,2,51813.0,37,42,1,0,0,0,2,18.066666666666666,0.8095238095238095,0.031746031746031744,0.1111111111111111,0.0,0.015873015873015872,0.031746031746031744,63,0.4,0.4,0.0,0.6,7,5,0
4646,1,78497.0,44,63,0,0,1,0,0,10.266666666666667,0.2116564417177914,0.026584867075664622,0.4570552147239264,0.07668711656441718,0.0,0.2280163599182004,978,0.041666666666666664,0.20833333333333334,0.2916666666666667,0.5,2,24,1
3037,4,50150.0,32,31,0,0,1,0,0,15.733333333333333,0.32926829268292684,0.11219512195121951,0.22439024390243903,0.15853658536585366,0.14878048780487804,0.026829268292682926,410,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.5,5,14,0
1473,1,47823.0,0,54,0,1,0,0,1,14.633333333333333,0.7361111111111112,0.013888888888888888,0.06944444444444445,0.027777777777777776,0.013888888888888888,0.1388888888888889,72,0.4,0.4,0.0,0.6,8,5,0
1016,4,34554.0,43,55,0,1,0,0,1,6.3,0.7454545454545455,0.01818181818181818,0.10909090909090909,0.03636363636363636,0.0,0.09090909090909091,55,0.4,0.4,0.0,0.6,6,5,0
4518,2,85693.0,59,35,0,0,1,0,1,17.766666666666666,0.330196749358426,0.14713430282292558,0.15654405474764757,0.15825491873396064,0.11291702309666382,0.0949529512403764,1169,0.08,0.36,0.2,0.44,5,25,0
9370,4,65846.0,68,69,0,0,1,0,0,16.866666666666667,0.5017857142857143,0.07232142857142858,0.24642857142857144,0.07142857142857142,0.03571428571428571,0.07232142857142858,1120,0.06666666666666667,0.4,0.2,0.4,4,15,0
8908,2,87195.0,35,55,0,0,1,0,0,5.0,0.19781221513217867,0.06927985414767548,0.6289881494986327,0.04557885141294439,0.023701002734731084,0.03463992707383774,1097,0.05263157894736842,0.15789473684210525,0.5789473684210527,0.2631578947368421,1,19,1
8373,0,24594.0,94,35,0,0,1,0,1,9.966666666666667,0.034482758620689655,0.10344827586206896,0.20689655172413793,0.3448275862068966,0.0,0.3103448275862069,29,0.25,0.25,0.0,0.75,5,4,0
7533,2,49096.0,15,50,0,0,1,0,2,12.533333333333333,0.7700534759358288,0.0053475935828877,0.1711229946524064,0.0106951871657754,0.0053475935828877,0.0374331550802139,187,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,7,9,0
2683,2,52413.0,56,45,0,0,1,0,2,20.333333333333332,0.3241758241758242,0.11648351648351649,0.2978021978021978,0.08241758241758242,0.1076923076923077,0.07142857142857142,910,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.5454545454545454,6,22,0
3629,2,38557.0,17,36,0,1,0,0,1,21.833333333333332,0.5241379310344828,0.020689655172413793,0.21379310344827587,0.027586206896551724,0.027586206896551724,0.18620689655172415,145,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,7,7,0
10991,3,89058.0,18,54,0,0,1,0,0,22.233333333333334,0.5341176470588235,0.22823529411764706,0.12470588235294118,0.036470588235294116,0.02588235294117647,0.05058823529411765,850,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.3076923076923077,2,13,0
5077,2,77298.0,46,35,0,0,1,0,1,11.233333333333333,0.43859649122807015,0.11867905056759546,0.3013415892672859,0.023735810113519093,0.03611971104231166,0.08152734778121776,969,0.043478260869565216,0.2608695652173913,0.2608695652173913,0.4782608695652174,3,23,0
7431,4,68126.0,40,23,0,1,0,0,0,23.133333333333333,0.7318681318681318,0.00934065934065934,0.17087912087912088,0.012637362637362638,0.028021978021978023,0.04725274725274725,1820,0.0625,0.4375,0.25,0.3125,9,16,2
3267,3,57288.0,27,51,0,0,1,0,1,3.4,0.8667763157894737,0.0,0.03453947368421053,0.0,0.0,0.09868421052631579,608,0.17647058823529413,0.47058823529411764,0.058823529411764705,0.47058823529411764,6,17,1
999,2,86037.0,95,23,0,1,0,0,0,21.366666666666667,0.6712328767123288,0.06027397260273973,0.17123287671232876,0.03972602739726028,0.0273972602739726,0.030136986301369864,730,0.041666666666666664,0.25,0.2916666666666667,0.4583333333333333,3,24,3
9215,4,43974.0,19,34,0,0,1,0,1,22.066666666666666,0.6860254083484574,0.0,0.18330308529945555,0.0,0.0,0.1306715063520871,551,0.3125,0.375,0.25,0.375,7,16,0
2286,2,50785.0,27,52,0,1,0,0,2,13.0,0.5614035087719298,0.008771929824561403,0.18421052631578946,0.0,0.008771929824561403,0.23684210526315788,114,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,6,6,0
1592,2,90765.0,25,44,0,0,1,0,0,8.466666666666667,0.31728538283062646,0.0574245939675174,0.4709976798143852,0.08758700696055685,0.04756380510440835,0.0191415313225058,1724,0.0,0.26666666666666666,0.4,0.3333333333333333,1,15,2
367,1,36550.0,74,36,0,0,1,0,1,19.766666666666666,0.08145580589254767,0.1559792027729636,0.16291161178509533,0.21317157712305027,0.17850953206239167,0.20797227036395147,577,0.3333333333333333,0.6,0.06666666666666667,0.3333333333333333,9,15,0
5234,1,30753.0,85,47,0,0,1,0,2,15.033333333333333,0.14814814814814814,0.06172839506172839,0.30864197530864196,0.0,0.1111111111111111,0.37037037037037035,81,0.4,0.2,0.2,0.6,5,5,0
9862,2,21918.0,37,45,0,0,1,0,1,10.833333333333334,0.030303030303030304,0.18181818181818182,0.21212121212121213,0.3333333333333333,0.15151515151515152,0.09090909090909091,33,0.4,0.4,0.0,0.6,6,5,0
9805,3,56129.0,65,61,0,0,1,0,1,15.733333333333333,0.48484848484848486,0.07272727272727272,0.2015151515151515,0.05909090909090909,0.10909090909090909,0.07272727272727272,660,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,4,18,0
6205,3,32557.0,13,47,0,1,0,0,1,7.433333333333334,0.425,0.0375,0.3625,0.0,0.05,0.125,80,0.5,0.3333333333333333,0.16666666666666666,0.5,5,6,1
8442,3,19510.0,63,29,0,0,1,0,2,13.2,0.3,0.0,0.23333333333333334,0.1,0.13333333333333333,0.23333333333333334,30,0.5,0.25,0.0,0.75,7,4,0
7386,2,30992.0,83,38,1,0,0,0,1,17.7,0.3953488372093023,0.0,0.32558139534883723,0.16279069767441862,0.06976744186046512,0.046511627906976744,43,0.25,0.25,0.0,0.75,7,4,0
7215,2,101970.0,69,31,0,1,0,0,0,19.066666666666666,0.6361233480176212,0.02378854625550661,0.08986784140969163,0.038766519823788544,0.06343612334801763,0.14801762114537445,1135,0.0,0.2222222222222222,0.2962962962962963,0.48148148148148145,2,27,4
1491,1,71488.0,87,49,0,0,1,0,0,19.8,0.2898032200357782,0.059033989266547404,0.22182468694096602,0.07155635062611806,0.05008944543828265,0.3076923076923077,559,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.5,1,14,0
11071,2,79607.0,37,30,0,1,0,0,0,17.733333333333334,0.23400936037441497,0.06916276651066043,0.49453978159126366,0.08996359854394176,0.0,0.11232449297971919,1923,0.06666666666666667,0.2,0.4,0.4,1,15,1
3381,3,54348.0,51,61,0,0,1,0,2,3.966666666666667,0.7777777777777778,0.0,0.17777777777777778,0.0,0.0,0.044444444444444446,90,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,6,6,0
